0.000000, 0.000000, 0, 0
0.001000, 0.005994, 0, 0
0.002000, 0.011976, 0, 0
0.003000, 0.017946, 0, 0
0.004000, 0.023904, 0, 0
0.005000, 0.029850, 0, 0
0.006000, 0.035784, 0, 0
0.007000, 0.041706, 0, 0
0.008000, 0.047616, 0, 0
0.009000, 0.053514, 0, 0
0.010000, 0.059400, 0, 0
0.011000, 0.065274, 0, 0
0.012000, 0.071136, 0, 0
0.013000, 0.076986, 0, 0
0.014000, 0.082824, 0, 0
0.015000, 0.088650, 0, 0
0.016000, 0.094464, 0, 0
0.017000, 0.100266, 0, 0
0.018000, 0.106056, 0, 0
0.019000, 0.111834, 0, 0
0.020000, 0.117600, 0, 0
0.021000, 0.123354, 0, 0
0.022000, 0.129096, 0, 0
0.023000, 0.134826, 0, 0
0.024000, 0.140544, 0, 0
0.025000, 0.146250, 0, 0
0.026000, 0.151944, 0, 0
0.027000, 0.157626, 0, 0
0.028000, 0.163296, 0, 0
0.029000, 0.168954, 0, 0
0.030000, 0.174600, 0, 0
0.031000, 0.180234, 0, 0
0.032000, 0.185856, 0, 0
0.033000, 0.191466, 0, 0
0.034000, 0.197064, 0, 0
0.035000, 0.202650, 0, 0
0.036000, 0.208224, 0, 0
0.037000, 0.213786, 0, 0
0.038000, 0.219336, 0, 0
0.039000, 0.224874, 0, 0
0.040000, 0.230400, 0, 0
0.041000, 0.235914, 0, 0
0.042000, 0.241416, 0, 0
0.043000, 0.246906, 0, 0
0.044000, 0.252384, 0, 0
0.045000, 0.257850, 0, 0
0.046000, 0.263304, 0, 0
0.047000, 0.268746, 0, 0
0.048000, 0.274176, 0, 0
0.049000, 0.279594, 0, 0
0.050000, 0.285000, 0, 0
0.051000, 0.290394, 0, 0
0.052000, 0.295776, 0, 0
0.053000, 0.301146, 0, 0
0.054000, 0.306504, 0, 0
0.055000, 0.311850, 0, 0
0.056000, 0.317184, 0, 0
0.057000, 0.322506, 0, 0
0.058000, 0.327816, 0, 0
0.059000, 0.333114, 0, 0
0.060000, 0.338400, 0, 0
0.061000, 0.343674, 0, 0
0.062000, 0.348936, 0, 0
0.063000, 0.354186, 0, 0
0.064000, 0.359424, 0, 0
0.065000, 0.364650, 0, 0
0.066000, 0.369864, 0, 0
0.067000, 0.375066, 0, 0
0.068000, 0.380256, 0, 0
0.069000, 0.385434, 0, 0
0.070000, 0.390600, 0, 0
0.071000, 0.395754, 0, 0
0.072000, 0.400896, 0, 0
0.073000, 0.406026, 0, 0
0.074000, 0.411144, 0, 0
0.075000, 0.416250, 0, 0
0.076000, 0.421344, 0, 0
0.077000, 0.426426, 0, 0
0.078000, 0.431496, 0, 0
0.079000, 0.436554, 0, 0
0.080000, 0.441600, 0, 0
0.081000, 0.446634, 0, 0
0.082000, 0.451656, 0, 0
0.083000, 0.456666, 0, 0
0.084000, 0.461664, 0, 0
0.085000, 0.466650, 0, 0
0.086000, 0.471624, 0, 0
0.087000, 0.476586, 0, 0
0.088000, 0.481536, 0, 0
0.089000, 0.486474, 0, 0
0.090000, 0.491400, 0, 0
0.091000, 0.496314, 0, 0
0.092000, 0.501216, 0, 0
0.093000, 0.506106, 0, 0
0.094000, 0.510984, 0, 0
0.095000, 0.515850, 0, 0
0.096000, 0.520704, 0, 0
0.097000, 0.525546, 0, 0
0.098000, 0.530376, 0, 0
0.099000, 0.535194, 0, 0
0.100000, 0.540000, 0, 0
0.101000, 0.544794, 0, 0
0.102000, 0.549576, 0, 0
0.103000, 0.554346, 0, 0
0.104000, 0.559104, 0, 0
0.105000, 0.563850, 0, 0
0.106000, 0.568584, 0, 0
0.107000, 0.573306, 0, 0
0.108000, 0.578016, 0, 0
0.109000, 0.582714, 0, 0
0.110000, 0.587400, 0, 0
0.111000, 0.592074, 0, 0
0.112000, 0.596736, 0, 0
0.113000, 0.601386, 0, 0
0.114000, 0.606024, 0, 0
0.115000, 0.610650, 0, 0
0.116000, 0.615264, 0, 0
0.117000, 0.619866, 0, 0
0.118000, 0.624456, 0, 0
0.119000, 0.629034, 0, 0
0.120000, 0.633600, 0, 0
0.121000, 0.638154, 0, 0
0.122000, 0.642696, 0, 0
0.123000, 0.647226, 0, 0
0.124000, 0.651744, 0, 0
0.125000, 0.656250, 0, 0
0.126000, 0.660744, 0, 0
0.127000, 0.665226, 0, 0
0.128000, 0.669696, 0, 0
0.129000, 0.674154, 0, 0
0.130000, 0.678600, 0, 0
0.131000, 0.683034, 0, 0
0.132000, 0.687456, 0, 0
0.133000, 0.691866, 0, 0
0.134000, 0.696264, 0, 0
0.135000, 0.700650, 0, 0
0.136000, 0.705024, 0, 0
0.137000, 0.709386, 0, 0
0.138000, 0.713736, 0, 0
0.139000, 0.718074, 0, 0
0.140000, 0.722400, 0, 0
0.141000, 0.726714, 0, 0
0.142000, 0.731016, 0, 0
0.143000, 0.735306, 0, 0
0.144000, 0.739584, 0, 0
0.145000, 0.743850, 0, 0
0.146000, 0.748104, 0, 0
0.147000, 0.752346, 0, 0
0.148000, 0.756576, 0, 0
0.149000, 0.760794, 0, 0
0.150000, 0.765000, 0, 0
0.151000, 0.769194, 0, 0
0.152000, 0.773376, 0, 0
0.153000, 0.777546, 0, 0
0.154000, 0.781704, 0, 0
0.155000, 0.785850, 0, 0
0.156000, 0.789984, 0, 0
0.157000, 0.794106, 0, 0
0.158000, 0.798216, 0, 0
0.159000, 0.802314, 0, 0
0.160000, 0.806400, 0, 0
0.161000, 0.810474, 0, 0
0.162000, 0.814536, 0, 0
0.163000, 0.818586, 0, 0
0.164000, 0.822624, 0, 0
0.165000, 0.826650, 0, 0
0.166000, 0.830664, 0, 0
